Movie_ID,Title,Weighted_Rating,Director(s),Cast,Genres,Keywords
1247,Little Children,6.185812569340544,['Todd Field'],"['Kate Winslet', 'Patrick Wilson', 'Jennifer Connelly', 'Jackie Earle Haley', 'Noah Emmerich', 'Gregg Edelman', 'Phyllis Somerville', 'Raymond J. Barry', 'Jane Adams', 'Ty Simpkins', 'Sadie Goldstein', 'Helen Carey', 'Mary B. McCann', 'Trini Alvarado', 'Marsha Dietlein', 'Sarah Buxton', 'Chadwick Brown', 'Adam Mucci', 'Chance Kelly', 'Walker Ryan', 'Erica Berg', 'Catherine Wolf', 'Chance Kelly', 'Hunter Reid']","['Romance', 'Drama']","['skateboarding', 'mother', 'american football', 'adultery', 'wife husband relationship', 'small town', 'eroticism', 'vororte', 'pedophilia', 'loser', 'infant', 'housewife', 'bourgeoisie', 'deceived wife', 'playground', 'stay-at-home dad', 'castration', 'psychopath', 'ex-cop', 'children', 'mother daughter relationship', 'psychopathy', 'masturbation', 'extramarital affair']"
1248,Kids,6.185790569527001,['Larry Clark'],"['Leo Fitzpatrick', 'Rosario Dawson', 'Chloë Sevigny', 'Justin Pierce', 'Sajan Bhagat', 'Billy Valdes', 'Billy Waldeman', 'Javier Nunez', 'Luis Núñez', 'Christian Bruna', 'Alex Glen', 'Joseph Chan', 'Johnathan Staci Kim', 'Adriane Brown', 'Sarah Henderson', 'Jon Abrahams']","['Drama', 'Crime']","['puberty', 'first time']"
1249,The Diary of a Teenage Girl,6.185790569527001,['Marielle Heller'],"['Bel Powley', 'Kristen Wiig', 'Alexander Skarsgård', 'Christopher Meloni', 'Austin Lyon', 'Madeleine Waters', 'Margarita Levieva', 'Quinn Nagle', 'Abby Wait', 'John Parsons', 'Miranda Bailey', 'Carson D. Mell', 'Davy Clements', 'Susannah Schulman Rogers', 'Anthony Williams', 'Charles Lewis III', 'David Fine', 'Joshua Grannell', 'Nate Heller', 'Lance Hill', 'Jon Freeman', 'Persephone Gloeckner-Suits']","['Drama', 'Romance']","['1970s', 'teenage girl', 'older man younger woman relationship', 'based on graphic novel', 'teenage sexuality', 'woman director']"
1250,Arthur Christmas,6.1857295987258905,"['Barry Cook', 'Sarah Smith']","['James McAvoy', 'Hugh Laurie', 'Bill Nighy', 'Jim Broadbent', 'Imelda Staunton', 'Ashley Jensen', 'Marc Wootton', 'Laura Linney', 'Eva Longoria', 'Ramona Marquez', 'Michael Palin', 'Dominic West', 'Joan Cusack', 'Sanjeev Bhaskar', 'Robbie Coltrane', 'Rhys Darby', 'Jane Horrocks', 'Iain McKee', 'Andy Serkis', 'Peter Baynham', 'Stewart Lee', 'Kevin Eldon', 'Danny John-Jules', 'Bronagh Gallagher', 'Rich Fulcher', 'Cody Cameron', 'Kevin Cecil', 'Emma Kennedy', 'Sarah Smith', 'Pete Jack', 'Seamus Malone', 'Kris Pearn', 'Alan Short', 'Adam Tandy', 'Seeta Indrani', 'Finlay Duff', 'Ryan Patrick Donahoe', 'Rich Hall', 'Clint Dyer', 'Donnie Long', 'Jerry Lambert', 'David Schneider', 'Deborah Findlay', 'Ian Ashpitel', 'Julia Davis', 'Kerry Shale', 'Tamsin Greig', 'Alistair McGowan']","['Drama', 'Animation', 'Family', 'Comedy']","['holiday', 'santa claus', 'duringcreditsstinger', 'woman director', 'christmas']"
1251,Last Vegas,6.185710678464654,['Jon Turteltaub'],"['Robert De Niro', 'Morgan Freeman', 'Michael Douglas', 'Kevin Kline', 'Mary Steenburgen', 'Jerry Ferrara', 'Romany Malco', 'Roger Bart', 'Joanna Gleason', 'Michael Ealy', 'Bre Blair', 'April Billingsley', 'Stephen Scott Scarpulla', 'Andrea Moore', 'Dan Hewitt Owens', 'Edward Edwards', '50 Cent']",['Comedy'],"['casino', 'male friendship', 'stag night', 'las vegas', 'elderly']"
1252,Lords of Dogtown,6.1856052820859855,['Catherine Hardwicke'],"['Emile Hirsch', 'Victor Rasuk', 'Rebecca De Mornay', 'John Robinson', 'Michael Angarano', 'Nikki Reed', 'Johnny Knoxville', 'Heath Ledger', 'Vincent Laresca', 'William Mapother', 'Julio Oscar Mechoso', 'Brian Zarate', 'Pablo Schreiber', 'Elden Henson', 'Mitch Hedberg', 'Laura Ramsey', 'America Ferrera', 'Sofía Vergara', 'Jeremy Renner', 'Shea Whigham']",['Drama'],"['skateboarding', 'success', 'independent film', 'woman director']"
1253,The Flowers of War,6.185589974736322,['Zhang Yimou'],"['Christian Bale', 'Ni Ni', 'Tong Dawei', 'Zhang Xinyi', 'Shigeo Kobayashi', 'Atsuro Watabe', 'Shawn Dou', 'Paul Schneider']","['Drama', 'History', 'War']","['forced prostitution', 'child rape']"
1254,A Most Wanted Man,6.18521298733681,['Anton Corbijn'],"['Philip Seymour Hoffman', 'Rachel McAdams', 'Robin Wright', 'Daniel Brühl', 'Willem Dafoe', 'Grigoriy Dobrygin', 'Nina Hoss', 'Martin Wuttke', 'Kostja Ullmann', 'Rainer Bock', 'Vicky Krieps', 'Homayoun Ershadi', 'Mehdi Dehbi', 'Neil Malik Abdullah', 'Franz Hartwig', 'Vedat Erincin', 'Derya Alabora', 'Tamer Yigit', 'René Lay', 'Herbert Grönemeyer', 'Georg Ebinal', 'Bernhard Schütz', 'Jessica Joffe', 'Imke Büchel', 'Ursina Lardi', 'Uwe Dag Berlin', 'Corinna Kropiunig', 'Max Volkert Martens']",['Thriller'],"['terror', 'muslim', 'intelligence', 'immigrant', 'torture', 'surveillance', 'security']"
1255,Max,6.184921118155595,['Boaz Yakin'],"['Thomas Haden Church', 'Josh Wiggins', 'Lauren Graham', 'Robbie Amell', 'Mia Xitlali', 'Luke Kleintank', 'Jay Hernandez', 'Joseph Julian Soria', 'Zeeko Zaki', 'Edgar Arreola', 'Christian Brunetti', 'Jason Davis', 'Miles Mussenden', 'Nazareth Dairian', 'Ethan Alexander McGee', 'Carlos', 'Dejon LaQuake', 'Owen Harn', 'Kelly Borgnis', 'Chris Matheny', 'Pete Burris', 'Marlo Scheitler', 'Raymond W. Beal', 'Joan Q. Scott', 'Andrene Ward-Hammond', 'Ian Gregg', 'Thomas La Marche', 'Alexander Schuler', 'Naim Alherimi', 'Eduardo Gonzalez', 'David J. Flores', 'Khamary Grant', 'Hayley Joplin', 'Sean Archulet']","['Adventure', 'Drama', 'Family']","['afghanistan', 'war', 'based on true story', 'rescue', 'betrayal', 'dog', 'grieving']"
1256,My Week with Marilyn,6.184369948742788,['Simon Curtis'],"['Michelle Williams', 'Eddie Redmayne', 'Kenneth Branagh', 'Julia Ormond', 'Judi Dench', 'Emma Watson', 'Pip Torrens', 'Dominic Cooper', 'Geraldine Somerville', 'Michael Kitchen', 'Miranda Raison', 'Simon Russell Beale', 'Toby Jones', 'Robert Portal', 'Jim Carter', 'Philip Jackson']",['Drama'],"['based on novel', 'biography', 'historical figure', 'marilyn monroe']"
1257,Crazy Heart,6.184340115102798,['Scott Cooper'],"['Jeff Bridges', 'Maggie Gyllenhaal', 'Colin Farrell', 'Robert Duvall', 'Paul Herman', 'Tom Bower', 'Brian Gleason', 'J. Michael Oliva', 'Beth Grant']","['Drama', 'Music', 'Romance']","['taxi', 'country music', 'journalist', 'guitar', 'bar', 'musician', 'alcoholism', 'independent film', 'singer', 'memory', 'texan', 'alcoholic', 'drink', 'guilt', 'biscuit']"
1258,Notes on a Scandal,6.1840943683333265,['Richard Eyre'],"['Judi Dench', 'Cate Blanchett', 'Bill Nighy', 'Juno Temple', 'Max Lewis', 'Andrew Simpson', 'Michael Maloney', 'Joanna Scanlan', 'Shaun Parkes', 'Emma Kennedy', 'Syreeta Kumar', 'Wendy Nottingham', 'Jill Baker', 'Alice Bird', 'Benedict Taylor', 'Stephen Kennedy', 'Derbhle Crotty', 'Anne-Marie Duff', 'Phil Davis', 'Julia McKenzie', 'Adrian Scarborough', 'Jill Baker', 'Miranda Pleasence']","['Drama', 'Romance']","['sex', 'adultery', 'based on novel', 'cat', 'infidelity', 'secret', 'obsession', 'blackmail', 'nudity', 'seduction', 'studio', 'friendship', 'stalker', 'love', 'loneliness', 'teacher', 'conservative', 'student', 'teenager', 'relationship', 'art', 'female stalker', 'extramarital affair', 'journal', 'sitting on a toilet']"
1259,"Good Night, and Good Luck.",6.184049201770616,['George Clooney'],"['David Strathairn', 'Jeff Daniels', 'Alex Borstein', 'Rose Abdoo', 'Dianne Reeves', 'Tate Donovan', 'Reed Diamond', 'Matt Ross', 'Patricia Clarkson', 'Robert Downey Jr.', 'George Clooney', 'Tom McCarthy', 'Glenn Morshower', 'Don Creech', 'Grant Heslov', 'Robert John Burke', 'Ray Wise', 'Robert Knepper', 'Helen Slayton-Hughes', 'Frank Langella', 'Peter Jacobson']","['Drama', 'History']","['telecaster', 'communist', 'political activism', 'tv show', 'politician', 'government', 'anti-communism']"
1260,You Only Live Twice,6.183887177571139,['Lewis Gilbert'],"['Sean Connery', 'Akiko Wakabayashi', 'Karin Dor', 'Mie Hama', 'Tetsurō Tamba', 'Teru Shimada', 'Donald Pleasence', 'Bernard Lee', 'Lois Maxwell', 'Desmond Llewelyn', 'Charles Gray', 'Tsai Chin', 'Burt Kwouk', 'Michael Chow', 'Ronald Rich', 'Jeanne Roland']","['Action', 'Thriller', 'Adventure']","['london england', 'japan', 'england', 'assassination', 'helicopter', 'vulkan', 'assassin', 'asia', 'secret identity', 'nasa', 'island', 'russia', 'missile', 'war ship', 'ninja fighter', 'secret base', 'secret mission', 'secret organization', 'secret intelligence service', 'phantom', 'villain', 'sumo ringer', 'volcano', 'funeral', 'space', 'soldier', 'killer', 'secret service', 'blast']"
1261,Four Rooms,6.1837539820954595,"['Allison Anders', 'Alexandre Rockwell', 'Robert Rodriguez', 'Quentin Tarantino']","['Tim Roth', 'Antonio Banderas', 'Jennifer Beals', 'Madonna', 'Marisa Tomei', 'Bruce Willis', 'Quentin Tarantino', 'Sammi Davis', 'Amanda de Cadenet', 'Valeria Golino', 'Lili Taylor', 'Lawrence Bender', 'Ione Skye', 'Alicia Witt', 'David Proval', 'Lana McKissack', 'Tamlyn Tomita', 'Kathy Griffin', 'Paul Calderon', 'Salma Hayek', 'Patricia Vonne', 'Danny Verduzco', 'Kimberly Blair', 'Marc Lawrence']","['Crime', 'Comedy']","['hotel', ""new year's eve"", 'witch', 'bet', 'hotel room', 'sperm', 'los angeles', 'hoodlum', 'woman director', 'episode film']"
1262,The Witch,6.183475216094698,['Robert Eggers'],"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Bathsheba Garnett ', 'Sarah Stephens', 'Julian Richings', 'Wahab Chaudhry', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Vivien Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan', 'Paul Kenworthy', 'Mark Millmna', 'Andy Volpe', 'Phillip Wynne', 'Annawon Weeden', ""Michael O'Hare"", 'Chris Messier', 'Ron Young', 'Nora Messier', 'Bill Rudder', 'Grace Duffy', 'Sophie Bermudez', 'Corrine Manning', 'Heather Fisher']","['Mystery', 'Horror']","['witch', 'new england', '17th century']"
1263,The Family Man,6.182550152564037,['Brett Ratner'],"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Saul Rubinek', 'Amber Valletta', 'Makenzie Vega Norfolk', 'Ryan Milkovich', 'Jake Milkovich', 'Lisa Thornhill', 'Jeremy Piven', 'Christopher Breslin']","['Comedy', 'Drama', 'Romance', 'Fantasy']","['workaholic', 'second chance', 'guardian angel', 'christmas', 'career vs family', 'life reprioritizing']"
1264,Sleep Tight,6.182419853179072,['Jaume Balagueró'],"['Luis Tosar', 'Marta Etura ', 'Alberto San Juan', 'Petra Martínez', 'Iris Almeida', 'Carlos Lasarte', 'Amparo Fernández', 'Pep Tosar', 'Tony Corvillo', 'Xavier Pujolràs']",['Thriller'],"['barcelona spain', 'blackmail', 'concierge', 'caretaker', 'stalking', 'apartment building', 'peep hole', 'chloroform']"
1265,The Last Temptation of Christ,6.182019921590351,['Martin Scorsese'],"['Willem Dafoe', 'Harvey Keitel', 'Barbara Hershey', 'David Bowie', 'Harry Dean Stanton', 'Paul Greco', 'Verna Bloom', 'Roberts Blossom', 'Barry Miller', 'Gary Basaraba', 'Irvin Kershner', 'Victor Argo', 'Michael Been', 'John Lurie', 'Steve Shill']",['Drama'],"['christianity', 'traitor', 'jesus christ', 'roman', 'crucifixion', 'longing', 'moral conflict', 'cross', 'blasphemy', 'temptation', 'mary magdalene']"
1266,Florence Foster Jenkins,6.181766798956361,['Stephen Frears'],"['Meryl Streep', 'Hugh Grant', 'Rebecca Ferguson', 'Simon Helberg', 'Nina Arianda', ""Josh O'Connor"", 'David Haig', 'Neve Gachev', 'John Sessions', 'Christian McKay', 'Elliot Levey', 'Allan Corduner', 'John Kavanagh', 'Stanley Townsend', 'Mark Arnold', 'Paola Dionisotti', 'Maggie Steed', 'David Mills', 'Brid Brennan', 'Pat Starr']","['Comedy', 'Drama']","['opera', 'biography', 'singing false']"
1267,"I Love You, Man",6.181742494893421,['John Hamburg'],"['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Andy Samberg', 'J.K. Simmons', 'Jane Curtin', 'Jon Favreau', 'Jaime Pressly', 'Rob Huebel', 'Thomas Lennon', 'Sarah Burns', 'Lou Ferrigno', 'Greg Levine', 'Jean Villepique', 'Kym Whitley', 'Colleen Crabtree', 'Mather Zickel', 'Aziz Ansari', 'Nick Kroll', 'Liz Cackowski', 'Kulap Vilaysack', 'Catherine Reitman', 'Carla Gallo', 'Vicki Davis', 'Josh Cooke', 'Jay Chandrasekhar', 'Seth Morris', 'Jerry Minor', 'Joe Lo Truglio', 'Murray Gershenz', 'Keri Safran', 'Greg Tuculescu', 'Ian Roberts', 'Ethan S. Smith', 'Nelson Franklin', 'Ping Wu', 'Jill Bartlett', 'Matt Walsh', 'Geddy Lee', 'Alex Lifeson', 'Neil Peart', 'Melissa Rauch', 'David Wain', 'Larry Wilmore', 'Craig Wedren', 'Damian Kulash']",['Comedy'],"['poker', 'bondage', 'duringcreditsstinger']"
1268,Holy Motors,6.181674950855576,['Leos Carax'],"['Eva Mendes', 'Kylie Minogue', 'Michel Piccoli', 'Edith Scob', 'Denis Lavant', 'Jean-François Balmer', 'François Rimbau', 'Karl Hoffmeister', 'Big John', 'Elise Lhomeau', 'Jeanne Disson', 'Leos Carax', 'Nastya Golubeva Carax', 'Reda Oumouzoune', 'Zlata', 'Geoffrey Carey', 'Annabelle Dexter-Jones', 'Elise Caron', 'Corinne Yam']","['Drama', 'Fantasy']","['limousine', 'multiple identities', 'wig', 'penis', 'talking car', 'sewer of paris', 'traveling through a sewer', 'multiple roles']"
1269,Sleeper,6.181619598545076,['Woody Allen'],"['Woody Allen', 'Diane Keaton', 'John Beck', 'Mary Gregory', 'Brian Avery', 'Don Keefer', 'Mews Small', 'Peter Hobbs', 'Spencer Milligan']","['Comedy', 'Romance', 'Science Fiction']","['sex', 'revolution', 'future', 'dystopia', 'government', 'control', 'satire', 'independent film', 'robot', 'tyranny', 'cyrogenics', 'anarchic comedy']"
1270,The Kingdom,6.181472361629314,['Peter Berg'],"['Jamie Foxx', 'Jennifer Garner', 'Chris Cooper', 'Jason Bateman', 'Ali Suliman', 'Jeremy Piven', 'Ashraf Barhom', 'Richard Jenkins', 'Tim McGraw', 'Kyle Chandler', 'Frances Fisher', 'Danny Huston', 'Kelly AuCoin', 'Anna Deavere Smith', 'Minka Kelly', 'Amy Hunter', 'Tj Burnett', 'Omar Berdouni', 'Raad Rawi']","['Thriller', 'Action', 'Drama']","['assassination', 'assassin', 'terrorist', 'explosive', 'fbi', 'chase', 'saudi arabia', 'investigation', 'police', 'medical examiner', 'terrorism', 'fbi agent', 'arab', 'bomb attack']"
1271,Fiddler on the Roof,6.1814106740035175,['Norman Jewison'],"['Chaim Topol', 'Norma Crane', 'Leonard Frey', 'Molly Picon', 'Paul Mann', 'Rosalind Harris', 'Michele Marsh', 'Neva Small', 'Paul Michael Glaser', 'Ray Lovelock', 'Elaine Edwards', 'Candy Bonstein', 'Shimen Ruskin', 'Zvee Scooler', 'Louis Zorich', 'Alfie Scopp', 'Howard Goorney', 'Barry Dennen', 'Vernon Dobtcheff', 'Ruth Madoc', 'Patience Collier', 'Tutte Lemkow', 'Brian Coburn', 'George Little', 'Arnold Diamond', 'Marika Rivera', 'Mark Malicz', 'Aharon Ipalé', 'Roger Lloyd Pack', 'Vladimir Medar', 'Walter Cartier', 'Otto Diamant', 'Harry Ditson', 'Harry Fielder', 'Judith Harte', 'Miki Iveria', 'Carl Jaffe', 'Danny Mann', 'Alfred Maron', 'Albin Pahernik', 'Kenneth Waller']","['Drama', 'Romance']","['tradition', 'dream', 'musical', 'pogrom', 'mother daughter relationship', 'breaking the fourth wall', 'milkman', 'russian orthodox church', 'judaism', 'tavern', 'constable', 'suitor', 'russian soldier', 'elopement']"
1272,House of Sand and Fog,6.181218883468224,['Vadim Perelman'],"['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard', 'Frances Fisher', 'Kim Dickens', 'Shohreh Aghdashloo', 'Jonathan Ahdout', 'Navi Rawat', 'Kia Jam']",['Drama'],"['san francisco', 'immigrant', 'house', 'intimidation', 'iranian']"
1273,Commando,6.180986085060594,['Mark L. Lester'],"['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya', 'Vernon Wells', 'James Olson', 'David Patrick Kelly', 'Alyssa Milano', 'Bill Duke', 'Drew Snyder', 'Sharon Wyatt', 'Michael Delano', 'Bob Minor', 'Michael Adams', 'Gary Carlos Cervantes', 'Julie Hayek', 'Walter Scott', 'Ava Cadell', 'Branscombe Richmond', 'Bill Paxton']","['Action', 'Adventure', 'Thriller']","['kidnapping', 'lone wolf', 'daughter', 'father', 'rescue mission']"
1274,The Squid and the Whale,6.180980682214833,['Noah Baumbach'],"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg', 'Owen Kline', 'William Baldwin', 'Anna Paquin', 'David Benger', 'Elizabeth Meriwether', 'Alexandra Daddario', 'Halley Feiffer', 'Molly Barton', 'Bo Berkman', 'Matthew Kaplan', 'Simon Kaplan', 'Matthew Kirsch', 'Daniella Markowicz', 'Ben Schrank', 'Amy Srebnick', 'Josh Srebnick', 'Emma Straub', 'Alan Wilkis', 'James Hamilton', 'Adam Rose', 'Henry Glovinsky', 'Eli Gelb', 'Wayne Lawson', 'Michael Santiago', 'Juan Torriente', 'Patricia Towers', 'Peggy Gormley', 'Greta Kline', 'Melissa Meyer', 'Benjamin Smolen', 'Michael Countryman', 'Nico Baumbach', 'Maryann Plunkett', 'Hector Otero', 'Ken Leung', 'Jo Yang', 'Andrew Kaempfer', 'Bobby Shue']","['Comedy', 'Drama']","['childhood memory', 'uniform', 'independent film', 'private', 'tryst']"
1275,Tae Guk Gi: The Brotherhood of War,6.180794072614054,['Kang Je-gyu'],"['Jang Dong-gun', 'Won Bin', 'Lee Eun-ju', 'Gong Hyung-jin', 'Park Jeong-Woo', 'Jo Yoon-hee', 'Choi Min-sik', 'Lee Young-lan', 'Ahn Gil-kang', 'Jang Min-ho', 'Jeong Dae-Hun', 'Jeon Jae-hyeong', 'Jung Doo-hong', 'Kim Bo-Kyeong', 'Kim Su-ro', 'Park Kil-Soo']","['Action', 'Adventure', 'Drama', 'History', 'War']","['archaeologist', 'korean war', 'north korea', 'south korea', 'air raid', 'pyre']"
1276,Adventureland,6.180561688837405,['Greg Mottola'],"['Jesse Eisenberg', 'Kristen Stewart', 'Martin Starr', 'Kristen Wiig', 'Bill Hader', 'Ryan Reynolds', 'Margarita Levieva', 'Kelsey Ford', 'Michael Zegen', 'Ryan McFarland', 'Jack Gilpin', 'Matt Bush', 'Todd Cioppa', 'Stephen Mast', 'Adam Kroloff', 'Wendie Malick', 'Dan Bittner']",['Comedy'],"['comedy', 'cheating on partner', 'amusement park', 'summer job', 'carny', 'marijuana joint', 'baldness', ""picking one's nose"", 'reckless driving', 'reconciliation', 'pushing a car', 'marijuana pipe', 'ticket booth', 'scene', 'raised middle finger', 'job seeking', 'leaving home', 'drugged cookie', 'duringcreditsstinger', 'young adult', '1980s']"
1277,The Kids Are All Right,6.180523273190802,['Lisa Cholodenko'],"['Julianne Moore', 'Annette Bening', 'Mark Ruffalo', 'Mia Wasikowska', 'Josh Hutcherson', 'Yaya DaCosta', 'Zosia Mamet', 'Kunal Sharma', 'Eddie Hassell', 'Joaquín Garrido', 'Rebecca Lawrence Levy', 'Lisa Eisner', 'Eric Eisner', 'Sasha Spielberg', 'James MacDonald', 'Margo Victor']","['Comedy', 'Drama']","['lesbian relationship', 'lesbian', 'dinner', 'motorcycle', 'argument', 'biological father', 'artificial insemination', 'control freak', 'vegetable garden', 'woman director', 'lgbt family']"
1278,This Is Where I Leave You,6.180387227231255,['Shawn Levy'],"['Jason Bateman', 'Tina Fey', 'Adam Driver', 'Rose Byrne', 'Corey Stoll', 'Kathryn Hahn', 'Connie Britton', 'Timothy Olyphant', 'Abigail Spencer', 'Dax Shepard', 'Jane Fonda', 'Ben Schwartz', 'Aaron Lazar', 'Debra Monk', 'Cade Lappin', 'Will Swenson', 'Carol Schultz', 'Kevin McCormick', 'Evan Wadle', 'Olivia Oguma', 'Barbara Spiegel', 'Gerry Vichi', 'Cheryl Stern', 'Beth Leavel', 'Carly Brooke', 'Michael Bryan French', 'Lance Roberts', 'Carolyn Seiff', 'Brahm Schenkman', 'Mia Fram Davidson', 'Crystal Anne Dickinson', 'Kenneth De Abrew', 'Oakes Fegley']","['Drama', 'Comedy']","['based on novel', 'funeral', 'dysfunctional family', 'death of father', 'man child', 'family', 'mourning', 'grieving']"
1279,Little Shop of Horrors,6.180264591975555,['Frank Oz'],"['Rick Moranis', 'Ellen Greene', 'Vincent Gardenia', 'Steve Martin', 'Tisha Campbell-Martin', 'John Candy', 'Bill Murray', 'Tichina Arnold', 'Miriam Margolyes', 'Jim Belushi', 'Christopher Guest', 'Danny John-Jules', 'Mak Wilson', 'Barbara Rosenblat', 'Kevin Scott', 'Vincent Wong', 'Levi Stubbs']","['Horror', 'Comedy', 'Music']","['flower', 'solar eclipse', 'florist', 'assistant', 'plants', 'success', 'aggression by plant', 'investigation', 'nerd', 'blonde', 'carnivorous plant', 'remake', 'crush', 'based on play', 'motorcycle', 'eclipse', 'part animated', 'dentist', 'bum', 'killer plant', 'based on stage musical', 'skid row', 'based on film', 'plant food', 'flesh eating plant', 'inept assistant', 'cult classic', 'man eating plant']"
1280,Ladyhawke,6.180242155520921,['Richard Donner'],"['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer', 'Alfred Molina', 'John Wood', 'Leo McKern', 'Ken Hutchison', 'Giancarlo Prete', 'Loris Loddi', 'Charles Borromel', 'Massimo Sarchielli', 'Nicolina Papetti', 'Alessandro Serra', 'Venantino Venantini', 'Nanà Cecchi']","['Adventure', 'Drama', 'Fantasy', 'Romance']","['moon', 'monk', 'swordplay', 'bishop', 'cathedral', 'falcon', 'twilight', 'solar eclipse', 'thief']"
1281,Safe House,6.18022247771764,['Daniel Espinosa'],"['Denzel Washington', 'Ryan Reynolds', 'Vera Farmiga', 'Joel Kinnaman', 'Brendan Gleeson', 'Sam Shepard', 'Nora Arnezeder', 'Liam Cunningham', 'Fares Fares', 'Jenna Dover', 'Stephen Rider', 'Daniel Fox', 'Tracie Thoms', 'Robert Patrick', 'Rubén Blades', 'Stephen Bishop', 'Tanit Phoenix']","['Action', 'Thriller']","['cia', 'violence', 'safe house', 'rogue agent', 'cape town south africa', 'soccer stadium']"
1282,Go,6.1800143802810545,['Doug Liman'],"['Sarah Polley', 'Katie Holmes', 'Jay Mohr', 'Timothy Olyphant', 'William Fichtner', 'Scott Wolf', 'Robert Peters', 'Suzanne Krull', 'Desmond Askew', 'Nathan Bexton', 'Melissa McCarthy', 'Taye Diggs', 'Breckin Meyer', 'James Duval', 'Jane Krakowski', 'Jay Paulson', 'Katharine Towne']","['Crime', 'Comedy', 'Thriller']","['ecstasy', 'drug dealing', 'drug', 'reference to family circus', 'high', 'bisexual man', 'multiple storylines']"
1283,Cop Land,6.179887352584889,['James Mangold'],"['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport', 'Annabella Sciorra', 'Peter Berg', 'Robert Patrick', 'Arthur J. Nascarella', 'John Spencer', 'Janeane Garofalo', 'Noah Emmerich', 'Cathy Moriarty', 'Frank Vincent', 'Malik Yoba', 'Edie Falco', 'Paul Calderon', 'Deborah Harry', 'Tony Sirico', 'Method Man', 'John Doman']","['Action', 'Crime', 'Drama']","['corruption', 'new jersey', 'handcuffs', 'fbi', 'bridge', 'police', 'burned alive', 'murder', 'car crash', 'independent film', 'bad cop', 'arson', 'dirty cop', 'internal affairs', 'car accident', 'new york city', 'violence', 'nypd', 'world trade center', 'jumping off a bridge', 'corrupt cop']"
1284,Michael Clayton,6.179841882739903,['Tony Gilroy'],"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton', 'Sydney Pollack', ""Michael O'Keefe"", 'Robert Prescott', ""Denis O'Hare"", 'Julie White', 'Austin Williams', 'Jennifer Van Dyck', 'Frank Wood', 'Amy Hargreaves', 'Rachel Black', 'Merritt Wever', 'Susan Pellegrino', 'Katherine Waterston', 'Heidi Armbruster', 'Pamela Gray']","['Drama', 'Mystery', 'Crime']","['killing', 'restaurant', 'chambers of a barrister', 'scandal', 'pretended suicide', 'lawsuit', 'car bomb', 'business ethics', 'crooked lawyer']"
1285,The Muppets,6.179841882739903,['James Bobin'],"['Amy Adams', 'Jason Segel', 'Emily Blunt', 'John Krasinski', 'Zach Galifianakis', 'Jack Black', 'Jim Parsons', 'Mickey Rooney', 'Neil Patrick Harris', 'Chris Cooper', 'Ken Jeong', 'Alan Arkin', 'Matt Vogel', 'David Rudman', 'Rashida Jones', 'Selena Gomez', 'Steve Whitmire', 'Dave Grohl', 'Eric Jacobson', 'Dave Goelz', 'Justin Tinucci', 'Sarah Silverman', 'Eddie Pepitone', 'Bill Barretta', 'Peter Linz', 'Bill Cobbs', 'Kristen Schaal', ""Eddie 'Piolin' Sotelo"", 'Raymond Ma', 'Shu Lan Tuan', 'Donald Glover', 'Dahlia Waingort', 'Jonathan Palmer', 'Don Yanan', 'Michael Albala', 'Julia Marie Franzese', 'Gunnar Smith', 'Connor Gallagher', 'Justin Marco', 'Cameron Kasal', 'Aria Noelle Curzon', 'James Carville', 'Leslie Feist', 'Whoopi Goldberg', 'Judd Hirsch', 'Rico Rodriguez', 'David Bobin']","['Comedy', 'Family', 'Music']","['musical', 'the muppets', 'robot', 'oil tycoon', 'studio tour', 'duringcreditsstinger']"
1286,Winnie the Pooh,6.179652275118809,"['Stephen Anderson', 'Don Hall']","['Jim Cummings', 'Travis Oates', 'Bud Luckey', 'Craig Ferguson', 'Tom Kenny', 'Kirsten Anderson-Lopez', 'Wyatt Hall', 'Jack Bouleter', 'Huell Howser', 'John Cleese']","['Animation', 'Family']","['owl', 'tiger', 'aftercreditsstinger', 'duringcreditsstinger']"
1287,The Verdict,6.179558995951554,['Sidney Lumet'],"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason', ""Milo O'Shea"", 'Lindsay Crouse', 'Edward Binns', 'Julie Bovasso', 'Roxanne Hart', 'James Handy', 'Wesley Addy', 'Joe Seneca', 'Lewis J. Stadlen', 'Kent Broadhurst', 'Colin Stinton', 'Bruce Willis', 'Tobin Bell']",['Drama'],"['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defense attorney']"
