Movie_ID,Title,Weighted_Rating,Director(s),Cast,Genres,Keywords
939,Leaving Las Vegas,6.257388156722713,['Mike Figgis'],"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber', 'Kim Adams', 'Emily Procter', 'Stuart Reynolds ', 'Valeria Golino', 'Graham Beckel', 'Mariska Hargitay', 'Laurie Metcalf', 'Shawnee Smith', 'David Kriegel']","['Drama', 'Romance']","['individual', 'prostitute', 'alcohol', 'casino', 'love at first sight', 'lovesickness', 'film producer', 'screenwriter', 'hotel room', 'dying and death', 'rage and hate', 'unsociability', 'alcoholism', 'los angeles', 'alcohol abuse', 'attempted suicide']"
940,Ocean's Twelve,6.257279087970952,['Steven Soderbergh'],"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy García', 'Casey Affleck', 'Scott Caan', 'Shaobo Qin', 'Bernie Mac', 'Don Cheadle', 'Matt Damon', 'Carl Reiner', 'Eddie Jemison', 'Elliott Gould', 'Robbie Coltrane', 'Jeroen Krabbé', 'Vincent Cassel', 'Eddie Izzard', 'Bruce Willis', 'Cherry Jones', 'Albert Finney', 'Adriano Giannini', 'Johan Widerberg', 'Luciano Miele', 'Antonio De Matteo', 'Giselda Volodi', 'Mattia Sbragia']","['Thriller', 'Crime']","['sequel', 'fabergé egg', 'dutch eastindian company', 'second', 'part', 'golden egg', 'goon']"
941,The Man Who Shot Liberty Valance,6.257128172322323,['John Ford'],"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'Andy Devine', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O.Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', 'Noble Chissell', 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes']",['Western'],"['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']"
942,Green Room,6.256977922537764,['Jeremy Saulnier'],"['Anton Yelchin', 'Imogen Poots', 'Alia Shawkat', 'Joe Cole', 'Callum Turner', 'Mark Webber', 'Eric Edelstein', 'Macon Blair', 'Kai Lennox', 'Patrick Stewart', 'David W. Thompson', 'Michael Draper', 'Andy Copeland', 'Brent Werzner', 'Lj Klink', 'Kasey Brown', 'Taylor Tunes', 'Jake Love', 'Kyle Love', 'October Moore', 'Joseph Bertót', 'Jacob Kasch', 'Samuel Summer', 'Mason Knight', 'Colton Ruscheinsky']","['Horror', 'Crime', 'Thriller']","['skinhead', 'heroin', 'music', 'cover-up', 'murder', 'suspense', 'gore', 'duct tape', 'swastika', 'pitbull', 'witness to murder', 'meat cleaver', 'bitten in the neck', 'neo nazi', 'punk band', 'fire extinguisher', 'mumblegore', 'killer dog', 'mauling', 'box cutter', 'feedback', 'mic stand']"
943,Safety Not Guaranteed,6.2567012569112475,['Colin Trevorrow'],"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Karan Soni', 'Jenica Bergere', 'Kristen Bell', 'Jeff Garlin', 'Mary Lynn Rajskub', 'William Hall Jr.', 'Tony Doupe', 'Xola Malik', 'Kimberly Durham', 'Grace Arends', 'Scott Swan', 'Basil Harris', 'Tom Ricciardelli', 'Lynn Shelton', 'Eli Borozan', 'Alice Hung']","['Comedy', 'Romance', 'Science Fiction', 'Drama']",['time travel']
944,Live Free or Die Hard,6.256008780028775,['Len Wiseman'],"['Bruce Willis', 'Justin Long', 'Timothy Olyphant', 'Cliff Curtis', 'Maggie Q', 'Mary Elizabeth Winstead', 'Kevin Smith', 'Yancey Arias', 'Christina Chang', 'Yorgo Constantine', 'Andrew Friedman', 'Sung Kang', ""Matt O'Leary"", 'Cyril Raffaelli', 'Jonathan Sadowski', 'Chris Palermo', 'Zeljko Ivanek', 'Jake McDorman', 'Allen Maldonado', 'Chris Ellis', 'Nadine Ellis', 'Tim Russ', 'Clay Cullen']","['Action', 'Thriller']","['usa', 'washington d.c.', 'helicopter', 'hostage', 'fbi', 'kidnapping', 'hacker', 'satellite', 'transport of prisoners', 'traffic jam', 'fistfight', 'ex-cop', 'sequel', 'suspense', 'shootout', 'explosion', 'violence', 'cell phone', 'car chase', 'police car', 'walkie talkie', 'based on article', 'cyber terrorism', 'action hero', 'power plant']"
945,Burn After Reading,6.255147400158926,"['Joel Coen', 'Ethan Coen']","['George Clooney', 'Frances McDormand', 'Brad Pitt', 'John Malkovich', 'Tilda Swinton', 'Richard Jenkins', 'Elizabeth Marvel', 'David Rasche', 'J.K. Simmons', 'Olek Krupa', 'Michael Countryman', 'Kevin Sussman', 'J.R. Horne', 'Hamilton Clancy', 'Armand Schultz', 'Pun Bandhu', 'Karla Mosley', 'Jeffrey DeMunn', 'Richard Poe', 'Carmen M. Herlihy', 'Raul Aranas', 'Judy Frank', 'Sándor Técsy', 'Yury Tsykun', ""Brian O'Neill"", 'Robert Prescott', 'Matt Walton', 'Lori Hammel', 'Crystal Bock', 'Patrick Boll', 'Logan Kulick', 'Dermot Mulroney', 'Robert R. Barry', 'Ted Bouton', 'Bob Bowersox', 'Oliver Buckingham', 'Michael Fawcett', 'William Fowle', 'Charles Gemmill', 'Mitch Giannunzio', 'Cliff Goulet', 'William D. Grey', 'Gary Henderson', 'Ron Kidd', 'Bill Massof', 'Brian McKeon', 'Ken McNeill', 'Tim Miller', 'Jay Parks', 'Roger Rathburn', 'Eric Richardson', 'Bart Wilder', 'Stephen Ananicz', 'James Thomas Bligh', 'Matt Cannon', 'Kimberly Dorsey', 'Liam Ferguson', 'Matthew James Gulbranson', 'RJ Konner', 'Douglas Nelson', 'Lil Rhee', 'Patrick Michael Strange', 'Kevin Tan', 'Jacqueline Wright']","['Comedy', 'Drama']","['blackmail', 'paranoia', 'fitness-training', 'plastic surgery', 'autobiography', 'memory', 'corpse', 'divorce', 'gym', 'disc', 'ex priest']"
946,Resident Evil,6.255124562010888,['Paul W.S. Anderson'],"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'Ryan McCluskey', 'Oscar Pearce', 'Indra Ové', 'Anna Bolt', 'Joseph May', 'Robert Tannion', 'Heike Makatsch', 'Jaymes Butler', 'Stephen Billington', 'Fiona Glascott', 'Colin Salmon', 'Martin Crewes', 'Pasquale Aleardi', 'Liz May Brice', 'Torsten Jerabek', 'Marc Logan-Black', 'James Purefoy', 'Michaela Dicker', 'Jason Isaacs']","['Horror', 'Action', 'Science Fiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'based on video game']"
947,The Celebration,6.2550862438214665,['Thomas Vinterberg'],"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen', 'Birthe Neumann', 'Trine Dyrholm', 'Helle Dolleris', 'Therese Glahn', 'Klaus Bondam', 'Bjarne Henriksen', 'Gbatokai Dakinah', 'Lars Brygmann', 'Lene Laub Oksen', 'Linda Laursen', 'John Boas', 'Erna Boas', 'Thomas Vinterberg', 'Kaj Rasmussen', 'Robert Strandgård', 'Gry Worre Hallberg', 'Lasse Lunderskov']",['Drama'],"['suicide', 'father son relationship', 'child abuse', 'sexual abuse', 'depression', 'parents kids relationship', 'secret', 'birthday', 'twin sister', 'hotelier', 'country house', 'daughter', 'dogme 95', 'family reunion', 'lecture', 'child']"
948,The Ghost Writer,6.254686398642086,['Roman Polanski'],"['Ewan McGregor', 'Pierce Brosnan', 'Jon Bernthal', 'Kim Cattrall', 'Tom Wilkinson', 'Olivia Williams', 'Timothy Hutton', 'Jim Belushi', 'Nyasha Hatendi', 'Tim Preece', 'Michael S. Ruscheinsky', 'Eben Young', 'Jaymes Butler', 'Robert Seeliger', 'Anna Botting', 'Marianne Graffam', 'Daphne Alexander', 'Angelique Fernandez', 'Milton Welsh', 'Alister Mazzotti', 'Eli Wallach', 'Tim Faraday', 'Kate Copeland', 'Soogi Kang', 'Robert Pugh', 'Jeff Burrell', 'Morgane Polanski', 'Glenn Conroy', 'Clayton Nemrow', 'Errol Trotman-Harewood', 'Talin Lopez', 'Joel Kirby', 'Regine Hentschel']","['Thriller', 'Mystery']","['london england', 'cia', 'war crimes', 'tony blair', 'author']"
949,Tremors,6.254683014703636,['Ron Underwood'],"['Kevin Bacon', 'Fred Ward', 'Finn Carter', 'Michael Gross', 'Reba McEntire', 'Robert Jayne', 'Charlotte Stewart', 'Tony Genaro', 'Ariana Richards', 'Richard Marcus', 'Victor Wong', 'Sunshine Parker', 'Michael Dan Wagner', 'Conrad Bachmann', 'Bibi Besch']","['Action', 'Horror']","['nevada', 'small town', 'tractor', 'stranded', 'cult favorite', 'tentacle', 'rural', 'graboids', 'seismologist', 'binoculars', 'man eaten by monster', 'giant worm']"
950,Blue Ruin,6.254588698090121,['Jeremy Saulnier'],"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves', 'Kevin Kolack', 'Eve Plumb', 'David W. Thompson', 'Brent Werzner', 'Stacy Rock', 'Sidné Anderson', 'Bonnie Johnson', 'Ydaiber Orozco', 'Erica Genereux Smith', 'Daniel L. Kelly']","['Crime', 'Thriller']","['revenge', 'drifter', 'virginia', 'character study', 'neo-noir', 'visual storytelling', 'mumblegore']"
951,Insidious: Chapter 2,6.25426556844683,['James Wan'],"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Lin Shaye', 'Barbara Hershey', 'Steve Coulter', 'Leigh Whannell', 'Angus Sampson', 'Andrew Astor', 'Hank Harris', 'Jocelin Donahue', 'Lindsay Seim', 'Danielle Bisutti', 'Tyler Griffin', 'Garrett Ryan', 'Tom Fitzpatrick', 'Priscilla Garita', 'Michael Beach', 'J. Larose', 'Brooke Peoples', 'Edwina Findley Dickerson', 'Stephanie Pearson', 'Jorge-Luis Pallo', 'Jenna Ortega', 'Dannay Rodriguez', 'Sienna Farall', 'Jack Walsh', 'Brynn Bowie', 'Madison Bowie', 'Dylan Quigg', 'Kimberly Ables Jindra']","['Horror', 'Thriller']","['haunted house', 'possession', 'demon', 'family', 'ghost', 'bride in black']"
952,The Best Exotic Marigold Hotel,6.253747698261371,['John Madden'],"['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson', 'Judi Dench', 'Dev Patel', 'Penelope Wilton', 'Ramona Marquez', 'Celia Imrie', 'Ronald Pickup', 'Hugh Dickson', 'Patrick Pearson', 'Liza Tarbuck', 'Tina Desai', 'Lillete Dubey', 'Lucy Robinson', 'Sara Stewart', 'Louise Brealey', 'Richard Cubison', 'Diana Hardcastle']","['Drama', 'Comedy']","['hotel', 'based on novel', 'india', 'ensemble cast', 'elderly', 'jaipur india', 'personal growth', 'outsourcing']"
953,Step Up Revolution,6.253442654792783,['Scott Speer'],"['Kathryn McCormick', 'Ryan Guzman', 'Stephen Boss', 'Megan Boone', 'Jessica Guadix', 'Cleopatra Coleman', 'Zoe Aggeliki', 'Tommy Dewey', 'Celestina', 'Adam G. Sevani', 'Peter Gallagher', 'Angeline Appel']","['Music', 'Drama', 'Romance']","['flash mob', 'dance instructor', 'real estate development', 'nike', 'dance company']"
954,28 Weeks Later,6.253134008389683,['Juan Carlos Fresnadillo'],"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Beans El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait', 'William Meredith', 'Matt Reeves', 'Thomas Garvey', 'Tom Bodell', 'Andrew Byron', 'Sarah Finigan', 'Roderic Culver', 'Maeve Malley-Ryan', 'Ed Coleman', 'Karen Meagher', 'Amanda Lawrence', 'Drew Rhys-Williams', 'Raymond Waring', 'Kish Sharma', 'Jane Thorne', 'Dean Alexandrou', 'Didier Dell Benjamin', 'Gareth Clarke', 'James Fiddy', 'Tommy Gunn', 'Daniel Jefferson', 'Debbie Kurup', 'Selina Lo', 'João Costa Menezes', 'Jane Osborn', 'Jude Poyer', 'Joseph Ripley', 'Simon Delaney', 'Stuart Adams', 'Daniel Baggs', 'Katie Borland', 'Jason Curle', 'Laine Edwards', 'Pip Henderson']","['Horror', 'Thriller', 'Science Fiction']","['london england', 'loss of mother', 'loss of family', 'mutant', 'pest', 'dying and death', 'chaos', 'parts of dead body', 'survivor', 'supernatural', 'survival', 'on the run', 'zombie', 'danger', 'escapade', 'virus', 'plague', 'female corpse', 'siblings relations', 'deadly', 'chases and races', 'chaos and mayham', 'human nature']"
955,The Lost Boys,6.252594517997377,['Joel Schumacher'],"['Jason Patric', 'Corey Haim', 'Corey Feldman', 'Dianne Wiest', 'Kiefer Sutherland', 'Jami Gertz', 'Edward Herrmann', 'Jamison Newlander', 'Billy Wirth', 'Alex Winter', 'Chance Michael Corbitt', 'Barnard Hughes', 'Brooke McCarter', 'Alexander Bacan Chapman', 'Nori Morgan', 'Kelly Jo Minter', 'Todd Feder', 'Christopher Peters', 'Keith Butterfield', 'Gerald Younggren', 'Eric Graves', 'J. Dinan Myrtetus', 'Timmy Cappello', 'Jim Turner', 'Tony Cain', 'Melanie Bishop', 'Nicole Vigil']","['Horror', 'Comedy']","['street gang', 'small town', 'vampire', 'comic book', 'boardwalk', 'single', 'amusement park', 'mother son relationship']"
956,Ronin,6.252550004280636,['John Frankenheimer'],"['Robert De Niro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgård', 'Sean Bean', 'Jonathan Pryce', 'Skipp Sudduth', 'Katarina Witt', 'Michael Lonsdale', 'Ron Perkins', 'Féodor Atkine', 'Daniel Breton', 'Amidou', 'Jan Tříska', 'Bernard Bloch', 'Léopoldine Serre', 'Dominic Gugliametti', 'Alan Beckworth', 'Tolsty', 'Gérard Moulévrier', 'Lionel Vitrant', 'Vincent Schmitt', 'Julia Maraval', 'Laurent Spielvogel', 'Ron Jeremy', 'Steve Suissa', 'Katia Tchenko', 'Dyna Gauzy', 'Lilly-Fleur Pointeaux', 'Dimitri Rafalsky', 'Gérard Touratier', 'Christophe Maratier', 'Pierre Forest']","['Action', 'Thriller', 'Crime', 'Adventure']","['paris', 'france', 'arms deal', 'audi', 'impostor', 'case', 'violence', 'ice skating', 'computer expert', 'ex kgb', 'preparation', 'hit with a car door', 'cellular phone trace', 'merry go round']"
957,A Very Long Engagement,6.251999874712078,['Jean-Pierre Jeunet'],"['Audrey Tautou', 'Gaspard Ulliel', 'Dominique Pinon', 'Chantal Neuwirth', 'André Dussollier', 'Ticky Holgado', 'Marion Cotillard', 'Dominique Bettenfeld', 'Jodie Foster', 'Jean-Pierre Darroussin', 'Denis Lavant', 'Rufus', 'Jérôme Kircher', 'Denis Lavant', 'Albert Dupontel', 'Elina Löwensohn', 'Jean-Claude Dreyfus', 'Clovis Cornillac', 'Jean-Pierre Becker', 'Jean-Paul Rouve', 'Julie Depardieu', 'Michel Vuillermoz', 'Urbain Cancelier', 'Maud Rayer', 'Michel Robin', 'Tchéky Karyo', 'Philippe Duquesne', 'Bouli Lanners', 'Stéphane Butet', 'Christian Pereira', 'François Levantal', 'Patrick Paroux', 'Solène Le Pechon', 'Virgil Leclaire', 'Florence Thomassin', 'Thierry Gibault', 'Myriam Roustan', 'Gilles Masson', 'Sandrine Rigault', 'Michel Chalmeau', 'Marc Faure', 'Rodolphe Pauly', 'Xavier Maly', 'Till Bahlmann', 'Tony Gaultier', 'Louis-Marie Audubert', 'Jean-Gilles Barbier', 'Marc Robert', 'Pierre Heitz', 'Philippe Maymat', 'Eric Debrosse', 'Michel Gondoin ', 'Éric Fraticelli', 'Philippe Beautier', 'Gérald Weingand', 'Luc Sonzogni', 'Xavier Berlioz', 'Frankie Pain', 'Marcel Philippot', 'Pascale Lievyn', 'Jean-Claude Lecoq', 'Esther Sironneau', 'Stéphanie Gesnel', 'Frédérique Bel', 'Alexandre Caumartin', 'Eric Defosse', 'Gaspar Claus', 'Jean-Philippe Bèche', 'Anaïs Durand']",['Drama'],"['paris', 'prostitute', 'loss of lover', 'amnesia', 'bodily disabled person', 'world war i', 'wheelchair', 'brittany', 'lighthouse', 'verdun', 'lighthouse keeper   ', 'teenage crush', 'disappearance', 'soldier', 'illegal prostitution', 'private detective', 'missing person', 'polio', 'trenches']"
958,Tinker Tailor Soldier Spy,6.251594426902379,['Tomas Alfredson'],"['John Hurt', 'Gary Oldman', 'Kathy Burke', 'Benedict Cumberbatch', 'Colin Firth', 'Mark Strong', 'Toby Jones', 'Stephen Graham', 'Ciarán Hinds', 'Simon McBurney', 'David Dencik', 'Tom Hardy', 'Svetlana Khodchenkova', 'Arthur Nightingale', 'Mucsi Zoltán', 'Amanda Fairbank-Hynes', 'Laura Carmichael', 'Konstantin Khabenskiy', 'Ilona Kassai', 'Imre Csuja', 'Péter Kálloy Molnár', ""Peter O'Connor"", 'Roger Lloyd Pack', 'Stuart Graham', 'Jamie Thomas King', 'Philip Martin Brown', 'Christian McKay', 'Rupert Procter', 'Linda Marlowe', 'Michael Sarne', 'Katrina Vasilieva']","['Drama', 'Thriller', 'Mystery']","['spy', 'cold war', 'spying', 'espionage', 'mole', 'british spy']"
959,Samsara,6.2512576857718525,['Ron Fricke'],"['Marcos Luna', 'Putu Dinda Pratika', 'Puti Sri Candra Dewi', 'Ni Made Megahadi Pratiwi']","['Drama', 'Documentary']","['eating', 'around the world', 'fast motion scene', 'balance', 'skyline', 'sunset', 'modern life', 'moonrise']"
960,A Scanner Darkly,6.251211773547406,['Richard Linklater'],"['Keanu Reeves', 'Winona Ryder', 'Woody Harrelson', 'Robert Downey Jr.', 'Mitch Baker', 'Steven Chester Prince', 'Natasha Valdez', 'Angela Rawna', 'Chamblee Ferguson', 'Melody Chase', 'Rory Cochrane', 'Turk Pipkin', 'Dameon Clarke', 'Jason Douglas', 'Marco Perella', 'Alex Jones']","['Animation', 'Science Fiction', 'Thriller']","['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']"
961,Hellraiser,6.250928467350327,['Clive Barker'],"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence', 'Sean Chapman', 'Oliver Smith', 'Robert Hines', 'Anthony Allen', 'Leon Davis', 'Michael Cassidy', 'Frank Baker', 'Kenneth Nelson', 'Gay Baynes', 'Niall Buggy', 'Dave Atkins', 'Oliver Parker', 'Doug Bradley', 'Nicholas Vince', 'Simon Bamford', 'Grace Kirby', 'Sharon Bower', 'Raul Newney', 'Pamela Sholto']",['Horror'],"['underworld', 'seduction', 'supernatural', 'pinhead', 'revenge', 'undead', 'demon', 'puzzle box', 'attic', 'cenobites', 'body horror']"
962,West Side Story,6.2509086259495374,"['Robert Wise', 'Jerome Robbins']","['Natalie Wood', 'Richard Beymer', 'Russ Tamblyn', 'Rita Moreno', 'George Chakiris', 'Simon Oakland', 'Ned Glass', 'William Bramley', 'Tucker Smith', 'Tony Mordente', 'David Winters', 'Eliot Feld', 'Bert Michaels', 'David Bean', 'Robert Banas', 'Scooter Teague', 'Harvey Evans', 'Tommy Abbott', 'Susan Oakes', 'Gina Trikonis', ""Carole D'Andrea"", 'Jose De Vega', 'Jay Norman', 'Gus Trikonis', 'Eddie Verso', 'Jaime Rogers', 'Larry Roquemore', 'Robert E. Thompson', 'Nick Navarro', 'Rudy Del Campo', 'Andre Tayir', 'Yvonne Othon', 'Suzie Kaye', 'Joanne Miya', 'John Astin', 'Penny Santon']","['Crime', 'Drama', 'Music']","['slum', 'street gang', 'love at first sight', 'showdown', 'puerto rican', 'immigrant', 'highway', 'forbidden love', 'musical', 'rivalry', 'feud', 'interracial relationship', 'sondheim', 'attempted rape', 'policeman', 'based on stage musical', 'obsessive love', 'lifting female in air', 'young love', 'modern day adaptation', 'shakespeare in modern dress']"
963,Lucy,6.250541142774812,['Luc Besson'],"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt', 'Pilou Asbæk', 'Analeigh Tipton', 'Nicolas Phongpheth', 'Jan Oliver Schroeder', 'Luca Angeletti', 'Paul Lefèvre', 'Pierre Poirot', 'Pierre Grammont', 'Bertrand Quoniam', 'Loïc Brabant', 'Pascal Loison', 'Pierre Gérard', 'Isabelle Cagnat', 'Frédéric Chau', 'Claire Tran', 'François Legrand', 'Bob Martet', 'Cédric Chevalme', 'Alexis Rangheard', 'Tonio Descanvelle', 'Julien Personnaz', 'Christophe Lavalle', 'Renaud Cestre', 'Thibault Segouin', 'Matthew Bravais', 'Claire Zaniolo', 'Alessandro Giallocosta', 'Wolfgang Pissors', 'Sifan Shao', 'Paul Chan', 'Seo Chong-Ju', 'Shin Chang-Soo', 'Chou Chung-Wei', 'Huan Jhih-Cyuan', 'I. Cheng-Sheng', 'Frank Ma', 'Tseng Sheng-En', 'Liu Hsieh-Min', 'Sandra Abouav', 'Abel Aboualiten', 'Samuel Churin', 'Ken Lin', 'Mason Lee', 'Feng Hsing', 'Hao-Hsiang Hsu', ""Laura D'Arista"", 'Eunyul Hong', 'Mohammad Aslam Ansari', 'Kevin Dust', 'Diego Llano', 'Timothy Reevis', 'Jaysson Reyes De La Cruz', 'German Tintaya Mamani', 'Kanneti Sawe Han']","['Action', 'Science Fiction']","['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']"
964,Another Earth,6.250054139014958,['Mike Cahill'],"['William Mapother', 'Brit Marling', 'Matthew-Lee Erlbach', 'DJ Flava', 'Meggan Lennon', 'AJ Diana', 'Bruce Colbert', 'Paul S. Mezey', 'Ana Valle', 'Jeffrey Goldenberg', 'Joseph A. Bove', 'Jordan Baker', 'Flint Beverage', 'Robin Lord Taylor', 'Rupert Reid', 'Natalie Carter', 'Richard Berendzen', 'Shannon Maliff', 'Stephanie Le Blanc', 'Jasmine Andrade', 'Kara Tweedie', 'Kumar Pallana', 'Ana Kayne', 'Yuval Segal', 'Diane Ciesla', 'Robert Phillips', 'Hollyce Phillips', 'Luis Vega', 'Rich Habersham', 'Jennifer Jaramillo Valkana', 'Ari Gold', 'Steve Giammaria', 'Rebecca Price']","['Drama', 'Science Fiction']","['earth', 'tragedy', 'janitor', 'planet', 'duplicate', 'cosmology', 'ego', 'solar system']"
